Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
509,1,STEP,6629980143400,6630003868600,23725200,-1
510,1,STEP,6630004953200,6630032370400,27417200,-1
511,1,STEP,6630033973700,6630064482400,30508700,-1
512,1,STEP,6630065851800,6630087479800,21628000,-1
513,1,STEP,6630088848300,6630117615100,28766800,-1
514,1,STEP,6630120613500,6630141642800,21029300,-1
515,1,STEP,6630143018000,6630173715100,30697100,-1
516,1,STEP,6630175189400,6630205498600,30309200,-1
517,1,STEP,6630206997000,6630234793900,27796900,-1
518,1,STEP,6630236470900,6630268992700,32521800,-1
519,1,STEP,6630275177300,6630308716600,33539300,-1
520,1,STEP,6630312811700,6630342387100,29575400,-1
521,1,STEP,6630343758200,6630381443600,37685400,-1
522,1,STEP,6630382783700,6630408064200,25280500,-1
523,1,STEP,6630410196700,6630436629600,26432900,-1
524,1,STEP,6630438071200,6630464378700,26307500,-1
525,1,STEP,6630466251100,6630504464600,38213500,-1
526,1,STEP,6630505916000,6630537556200,31640200,-1
527,1,STEP,6630538963800,6630560907200,21943400,-1
528,1,STEP,6630562413700,6630590514400,28100700,-1
529,1,STEP,6630591874400,6630618433600,26559200,-1
530,1,STEP,6630619771900,6630645371000,25599100,-1
531,1,STEP,6630647102900,6630685803400,38700500,-1
532,1,STEP,6630687177300,6630724512100,37334800,-1
533,1,STEP,6630728626800,6630759577300,30950500,-1
534,1,STEP,6630762927600,6630793319500,30391900,-1
535,1,STEP,6630794780300,6630832424900,37644600,-1
536,1,STEP,6630834096900,6630860577700,26480800,-1
537,1,STEP,6630862051700,6630886446500,24394800,-1
538,1,STEP,6630887784300,6630937134000,49349700,-1
539,1,STEP,6630938769400,6630962002300,23232900,-1
540,1,STEP,6630963432100,6631007958600,44526500,-1
541,1,STEP,6631012375900,6631044299000,31923100,-1
542,1,STEP,6631045976200,6631084639600,38663400,-1
543,1,STEP,6631089997500,6631128986200,38988700,-1
544,1,STEP,6631130589700,6631160171000,29581300,-1
545,1,STEP,6631161606700,6631203544700,41938000,-1
546,1,STEP,6631205006700,6631243141100,38134400,-1
547,1,STEP,6631245100700,6631276329400,31228700,-1
548,1,STEP,6631278322400,6631328249100,49926700,-1
549,1,STEP,6631329689400,6631356801600,27112200,-1
550,1,STEP,6631358331900,6631389289700,30957800,-1
551,1,STEP,6631390623200,6631425292400,34669200,-1
552,1,STEP,6631428836100,6631461403400,32567300,-1
553,1,STEP,6631463663200,6631495718400,32055200,-1
554,1,STEP,6631497540800,6631529971600,32430800,-1
555,1,STEP,6631531399900,6631565927100,34527200,-1
556,1,STEP,6631567754600,6631597690000,29935400,-1
557,1,STEP,6631599195300,6631639785600,40590300,-1
558,1,STEP,6631643590400,6631670712600,27122200,-1
559,1,STEP,6631672124500,6631708973200,36848700,-1
560,1,STEP,6631710393100,6631746556400,36163300,-1
561,1,STEP,6631748069300,6631773429600,25360300,-1
562,1,STEP,6631778167800,6631803848400,25680600,-1
563,1,STEP,6631805209300,6631833433600,28224300,-1
564,1,STEP,6631834971800,6631867150400,32178600,-1
565,1,STEP,6631868631500,6631892460300,23828800,-1
566,1,STEP,6631894223600,6631917651200,23427600,-1
567,1,STEP,6631918932100,6631945511800,26579700,-1
568,1,STEP,6631949221400,6631974531900,25310500,-1
569,1,STEP,6631975972800,6631999696100,23723300,-1
570,1,STEP,6632001309100,6632031224000,29914900,-1
571,1,STEP,6632033428000,6632062435500,29007500,-1
572,1,STEP,6632066085900,6632089137300,23051400,-1
573,1,STEP,6632090653400,6632118567100,27913700,-1
574,1,STEP,6632124857400,6632151024900,26167500,-1
575,1,STEP,6632152335600,6632177650200,25314600,-1
576,1,STEP,6632181794200,6632204846800,23052600,-1
577,1,STEP,6632206284100,6632232837600,26553500,-1
578,1,STEP,6632234346000,6632270081600,35735600,-1
579,1,STEP,6632271953900,6632300098100,28144200,-1
580,1,STEP,6632302778800,6632326050900,23272100,-1
581,1,STEP,6632328589500,6632366568700,37979200,-1
582,1,STEP,6632367951800,6632390659600,22707800,-1
583,1,STEP,6632393406300,6632416434700,23028400,-1
584,1,STEP,6632418204600,6632447184000,28979400,-1
585,1,STEP,6632448594700,6632469563300,20968600,-1
586,1,STEP,6632470714100,6632499257200,28543100,-1
587,1,STEP,6632500704400,6632526816000,26111600,-1
588,1,STEP,6632528188900,6632550107600,21918700,-1
589,1,STEP,6632552025600,6632575822200,23796600,-1
590,1,STEP,6632577561900,6632602545900,24984000,-1
591,1,STEP,6632603761200,6632625850200,22089000,-1
592,1,STEP,6632627193000,6632649202900,22009900,-1
593,1,STEP,6632650769300,6632687807100,37037800,-1
594,1,STEP,6632690299800,6632711091600,20791800,-1
595,1,STEP,6632712630600,6632741614400,28983800,-1
596,1,STEP,6632744177200,6632772360200,28183000,-1
597,1,STEP,6632773838300,6632797010400,23172100,-1
598,1,STEP,6632798556900,6632829392400,30835500,-1
599,1,STEP,6632831364800,6632857354100,25989300,-1
600,1,STEP,6632858845300,6632881584800,22739500,-1
601,1,STEP,6632883137400,6632909129800,25992400,-1
602,1,STEP,6632912081700,6632935211500,23129800,-1
603,1,STEP,6632936512800,6632958429400,21916600,-1
604,1,STEP,6632959879800,6632998184300,38304500,-1
605,1,STEP,6632999435600,6633024103500,24667900,-1
606,1,STEP,6633025420400,6633045080500,19660100,-1
607,1,STEP,6633046788000,6633092143700,45355700,-1
608,1,STEP,6633093326100,6633123203200,29877100,-1
609,1,STEP,6633125896700,6633158626800,32730100,-1
610,1,STEP,6633160034500,6633192047600,32013100,-1
611,1,STEP,6633193581200,6633225040000,31458800,-1
612,1,STEP,6633226713000,6633253824200,27111200,-1
613,1,STEP,6633255402700,6633281714600,26311900,-1
614,1,STEP,6633283077800,6633310487000,27409200,-1
615,1,STEP,6633311897500,6633335453900,23556400,-1
616,1,STEP,6633336876900,6633360301100,23424200,-1
617,1,STEP,6633361728300,6633398625600,36897300,-1
618,1,STEP,6633400466400,6633427742000,27275600,-1
619,1,STEP,6633429080600,6633453331300,24250700,-1
620,1,STEP,6633457624000,6633484955900,27331900,-1
621,1,STEP,6633486137000,6633514311400,28174400,-1
622,1,STEP,6633516151000,6633548436700,32285700,-1
623,1,STEP,6633550017200,6633578756400,28739200,-1
624,1,STEP,6633580195600,6633627940800,47745200,-1
625,1,STEP,6633629376200,6633664364300,34988100,-1
626,1,STEP,6633666193100,6633717264800,51071700,-1
627,1,STEP,6633720939800,6633751827300,30887500,-1
628,1,STEP,6633753275800,6633795642300,42366500,-1
629,1,STEP,6633797083800,6633829962700,32878900,-1
630,1,STEP,6633831365000,6633877601800,46236800,-1
631,1,STEP,6633879267800,6633917413100,38145300,-1
632,1,STEP,6633918809300,6633959439800,40630500,-1
633,1,STEP,6633961217700,6633995388300,34170600,-1
634,1,STEP,6633998199700,6634048017800,49818100,-1
635,1,STEP,6634049423200,6634074089800,24666600,-1
636,1,STEP,6634076287400,6634106854100,30566700,-1
637,1,STEP,6634108288300,6634144945800,36657500,-1
638,1,STEP,6634146517000,6634164774800,18257800,-1
639,1,STEP,6634166027500,6634190016700,23989200,-1
640,1,STEP,6634191665700,6634212735600,21069900,-1
641,1,STEP,6634213914600,6634232700800,18786200,-1
642,1,STEP,6634235748000,6634267906300,32158300,-1
643,1,STEP,6634269505600,6634301227200,31721600,-1
644,1,STEP,6634302406400,6634326068100,23661700,-1
645,1,STEP,6634327328600,6634348179200,20850600,-1
646,1,STEP,6634350421100,6634369140000,18718900,-1
647,1,STEP,6634370543600,6634390808200,20264600,-1
648,1,STEP,6634392400000,6634417759400,25359400,-1
649,1,STEP,6634421640500,6634443957200,22316700,-1
650,1,STEP,6634444955600,6634463447800,18492200,-1
651,1,STEP,6634464663800,6634481689800,17026000,-1
652,1,STEP,6634482707600,6634509684400,26976800,-1
653,1,STEP,6634512068400,6634538862300,26793900,-1
654,1,STEP,6634540221500,6634559715800,19494300,-1
655,1,STEP,6634561377600,6634581799400,20421800,-1
656,1,STEP,6634582976200,6634608421500,25445300,-1
657,1,STEP,6634609654100,6634629847400,20193300,-1
658,1,STEP,6634630833000,6634648637000,17804000,-1
659,1,STEP,6634649902200,6634674494000,24591800,-1
660,1,STEP,6634676301000,6634694772900,18471900,-1
661,1,STEP,6634695910900,6634715318900,19408000,-1
662,1,STEP,6634716363600,6634735046600,18683000,-1
663,1,STEP,6634736566300,6634760641000,24074700,-1
664,1,STEP,6634761951200,6634782435300,20484100,-1
665,1,STEP,6634783510000,6634800829900,17319900,-1
666,1,STEP,6634802132200,6634826416500,24284300,-1
667,1,STEP,6634827955700,6634848019400,20063700,-1
668,1,STEP,6634849098500,6634868610000,19511500,-1
669,1,STEP,6634870046200,6634889386200,19340000,-1
670,1,STEP,6634891101000,6634913603200,22502200,-1
671,1,STEP,6634914786300,6634937811400,23025100,-1
672,1,STEP,6634939071800,6634955375700,16303900,-1
673,1,STEP,6634956773400,6634981398800,24625400,-1
674,1,STEP,6634983179700,6635000843800,17664100,-1
675,1,STEP,6635002022000,6635020043900,18021900,-1
676,1,STEP,6635021432000,6635040837400,19405400,-1
677,1,STEP,6635042215600,6635064585500,22369900,-1
678,1,STEP,6635065904000,6635086386000,20482000,-1
679,1,STEP,6635088458500,6635106946500,18488000,-1
680,1,STEP,6635107982000,6635125424500,17442500,-1
681,1,STEP,6635126989300,6635148237800,21248500,-1
682,1,STEP,6635149927800,6635173193200,23265400,-1
683,1,STEP,6635174564600,6635196060200,21495600,-1
684,1,STEP,6635197598700,6635232081800,34483100,-1
685,1,STEP,6635233196500,6635262216100,29019600,-1
686,1,STEP,6635263378000,6635283668300,20290300,-1
687,1,STEP,6635287309200,6635316503200,29194000,-1
688,1,STEP,6635318648000,6635345056700,26408700,-1
689,1,STEP,6635346520600,6635366951700,20431100,-1
690,1,STEP,6635369561500,6635398661900,29100400,-1
691,1,STEP,6635399960900,6635421579500,21618600,-1
692,1,STEP,6635422963500,6635456454600,33491100,-1
693,1,STEP,6635458034700,6635490681300,32646600,-1
694,1,STEP,6635492626900,6635514248700,21621800,-1
695,1,STEP,6635515444200,6635543393300,27949100,-1
696,1,STEP,6635546030300,6635574332300,28302000,-1
697,1,STEP,6635576128800,6635600529600,24400800,-1
698,1,STEP,6635609418600,6635641388600,31970000,-1
699,1,STEP,6635643007800,6635671940900,28933100,-1
700,1,STEP,6635673254800,6635697383500,24128700,-1
701,1,STEP,6635698854300,6635725902100,27047800,-1
702,1,STEP,6635727985300,6635749232300,21247000,-1
703,1,STEP,6635751720100,6635788492600,36772500,-1
704,1,STEP,6635790365900,6635810115500,19749600,-1
705,1,STEP,6635811484100,6635833687100,22203000,-1
706,1,STEP,6635835108300,6635861171500,26063200,-1
707,1,STEP,6635867965900,6635901692400,33726500,-1
708,1,STEP,6635903443600,6635927209800,23766200,-1
709,1,STEP,6635929291900,6635954066200,24774300,-1
710,1,STEP,6635955704700,6635982472500,26767800,-1
711,1,STEP,6635986773300,6636021272100,34498800,-1
712,1,STEP,6636024724500,6636054536000,29811500,-1
713,1,STEP,6636056029300,6636084914300,28885000,-1
714,1,STEP,6636086936700,6636115997900,29061200,-1
715,1,STEP,6636117598700,6636145740000,28141300,-1
716,1,STEP,6636146957500,6636164776300,17818800,-1
717,1,STEP,6636166018000,6636199598300,33580300,-1
718,1,STEP,6636201159000,6636225751800,24592800,-1
719,1,STEP,6636227103300,6636246947100,19843800,-1
720,1,STEP,6636248312900,6636276159400,27846500,-1
721,1,STEP,6636279628400,6636304648400,25020000,-1
722,1,STEP,6636305691600,6636321590000,15898400,-1
723,1,STEP,6636323262100,6636344009100,20747000,-1
724,1,STEP,6636345392200,6636363241300,17849100,-1
725,1,STEP,6636364499500,6636387709500,23210000,-1
726,1,STEP,6636389023800,6636409005100,19981300,-1
727,1,STEP,6636410240200,6636436065100,25824900,-1
728,1,STEP,6636439947300,6636455626500,15679200,-1
729,1,STEP,6636456920100,6636477946200,21026100,-1
730,1,STEP,6636479476900,6636510165300,30688400,-1
731,1,STEP,6636511616300,6636531506000,19889700,-1
732,1,STEP,6636532951300,6636552166800,19215500,-1
733,1,STEP,6636553422400,6636570414500,16992100,-1
734,1,STEP,6636571875400,6636602554300,30678900,-1
735,1,STEP,6636603868200,6636621115700,17247500,-1
736,1,STEP,6636622852600,6636639548100,16695500,-1
737,1,STEP,6636640644100,6636660691900,20047800,-1
738,1,STEP,6636662064900,6636684366000,22301100,-1
739,1,STEP,6636685808300,6636703028600,17220300,-1
740,1,STEP,6636704653500,6636741302500,36649000,-1
741,1,STEP,6636742828100,6636775806000,32977900,-1
742,1,STEP,6636777192000,6636795706200,18514200,-1
743,1,STEP,6636796879500,6636821213800,24334300,-1
744,1,STEP,6636827221000,6636852360000,25139000,-1
745,1,STEP,6636853638800,6636870208600,16569800,-1
746,1,STEP,6636871506000,6636893297500,21791500,-1
747,1,STEP,6636894909400,6636923166700,28257300,-1
748,1,STEP,6636925845400,6636947521100,21675700,-1
749,1,STEP,6636950241100,6636968683900,18442800,-1
750,1,STEP,6636969964700,6637003112800,33148100,-1
751,1,STEP,6637004665900,6637029607000,24941100,-1
752,1,STEP,6637030950000,6637047092900,16142900,-1
753,1,STEP,6637048615300,6637068492500,19877200,-1
754,1,STEP,6637071625400,6637091904100,20278700,-1
755,1,STEP,6637093259300,6637114280100,21020800,-1
756,1,STEP,6637115806000,6637138314700,22508700,-1
757,1,STEP,6637139685100,6637161208300,21523200,-1
758,1,STEP,6637162231100,6637182209600,19978500,-1
759,1,STEP,6637183587900,6637219785100,36197200,-1
760,1,STEP,6637221259800,6637255445400,34185600,-1
761,1,STEP,6637257078600,6637279994100,22915500,-1
762,1,STEP,6637281348800,6637327379500,46030700,-1
763,1,STEP,6637328939400,6637358484800,29545400,-1
764,1,STEP,6637359594800,6637391386600,31791800,-1
765,1,STEP,6637392860900,6637413804800,20943900,-1
766,1,STEP,6637415223100,6637441468300,26245200,-1
767,1,STEP,6637442970600,6637481145300,38174700,-1
768,1,STEP,6637482681600,6637517850300,35168700,-1
769,1,STEP,6637519207200,6637555068500,35861300,-1
770,1,STEP,6637556513900,6637578610800,22096900,-1
771,1,STEP,6637579823400,6637601938500,22115100,-1
772,1,STEP,6637603497400,6637631281100,27783700,-1
773,1,STEP,6637636416800,6637664896900,28480100,-1
774,1,STEP,6637669091000,6637702179100,33088100,-1
775,1,STEP,6637703559600,6637735413100,31853500,-1
776,1,STEP,6637736866800,6637760472400,23605600,-1
777,1,STEP,6637762379300,6637804927900,42548600,-1
778,1,STEP,6637806385500,6637828492100,22106600,-1
779,1,STEP,6637832141300,6637864576000,32434700,-1
780,1,STEP,6637866487200,6637897345700,30858500,-1
781,1,STEP,6637898815400,6637926254600,27439200,-1
782,1,STEP,6637928671900,6637967219900,38548000,-1
783,1,STEP,6637968690200,6637995751000,27060800,-1
784,1,STEP,6638000169500,6638032250100,32080600,-1
785,1,STEP,6638035669200,6638057257300,21588100,-1
786,1,STEP,6638058676200,6638088005000,29328800,-1
787,1,STEP,6638091453100,6638126232100,34779000,-1
788,1,STEP,6638127278100,6638144532000,17253900,-1
789,1,STEP,6638145628500,6638165973500,20345000,-1
790,1,STEP,6638168441200,6638193668600,25227400,-1
791,1,STEP,6638195098600,6638213995400,18896800,-1
792,1,STEP,6638215168900,6638233423800,18254900,-1
793,1,STEP,6638234614600,6638252830900,18216300,-1
794,1,STEP,6638254424600,6638281720500,27295900,-1
795,1,STEP,6638284694500,6638306995800,22301300,-1
796,1,STEP,6638308064000,6638327074500,19010500,-1
797,1,STEP,6638328295200,6638350745000,22449800,-1
798,1,STEP,6638352234100,6638374645800,22411700,-1
799,1,STEP,6638376001200,6638397597300,21596100,-1
800,1,STEP,6638398907100,6638419514800,20607700,-1
801,1,STEP,6638422719500,6638442849000,20129500,-1
802,1,STEP,6638444106300,6638460856900,16750600,-1
803,1,STEP,6638461886000,6638483614600,21728600,-1
804,1,STEP,6638484818000,6638509276800,24458800,-1
805,1,STEP,6638510477700,6638535500300,25022600,-1
806,1,STEP,6638536600100,6638553196600,16596500,-1
807,1,STEP,6638554235400,6638577145400,22910000,-1
808,1,STEP,6638582177400,6638606177800,24000400,-1
809,1,STEP,6638607234800,6638627019000,19784200,-1
810,1,STEP,6638628741500,6638647848800,19107300,-1
811,1,STEP,6638649329500,6638674613900,25284400,-1
812,1,STEP,6638675740900,6638691799000,16058100,-1
813,1,STEP,6638692723500,6638710336700,17613200,-1
814,1,STEP,6638711674600,6638731569000,19894400,-1
815,1,STEP,6638732845700,6638755142700,22297000,-1
816,1,STEP,6638756151200,6638774465000,18313800,-1
817,1,STEP,6638775807600,6638793967600,18160000,-1
818,1,STEP,6638795064500,6638814474300,19409800,-1
819,1,STEP,6638815967100,6638838851900,22884800,-1
820,1,STEP,6638840214900,6638858235300,18020400,-1
821,1,STEP,6638859157600,6638878375100,19217500,-1
822,1,STEP,6638879829900,6638905830800,26000900,-1
823,1,STEP,6638907049000,6638932282900,25233900,-1
824,1,STEP,6638933477100,6638952992400,19515300,-1
825,1,STEP,6638954039300,6638971603400,17564100,-1
826,1,STEP,6638973235300,6639000299500,27064200,-1
827,1,STEP,6639001402300,6639020492200,19089900,-1
828,1,STEP,6639021514300,6639038637300,17123000,-1
829,1,STEP,6639039607100,6639057025100,17418000,-1
830,1,STEP,6639058279000,6639081070300,22791300,-1
831,1,STEP,6639082470400,6639100581100,18110700,-1
832,1,STEP,6639101953600,6639122903300,20949700,-1
833,1,STEP,6639124258700,6639147829100,23570400,-1
834,1,STEP,6639151111600,6639169206700,18095100,-1
835,1,STEP,6639170560800,6639190752000,20191200,-1
836,1,STEP,6639192191500,6639218778800,26587300,-1
837,1,STEP,6639220431600,6639246620400,26188800,-1
838,1,STEP,6639248429900,6639272068900,23639000,-1
839,1,STEP,6639273200900,6639292376600,19175700,-1
840,1,STEP,6639295738900,6639329099400,33360500,-1
841,1,STEP,6639330665100,6639354693300,24028200,-1
842,1,STEP,6639356031700,6639386348600,30316900,-1
843,1,STEP,6639387786200,6639412589100,24802900,-1
844,1,STEP,6639413968900,6639437223500,23254600,-1
845,1,STEP,6639438597800,6639462375100,23777300,-1
846,1,STEP,6639463695000,6639495476700,31781700,-1
847,1,STEP,6639497029400,6639522914400,25885000,-1
848,1,STEP,6639525307600,6639558197300,32889700,-1
849,1,STEP,6639559522500,6639583566500,24044000,-1
850,1,STEP,6639586362400,6639609674500,23312100,-1
851,1,STEP,6639611162000,6639639304500,28142500,-1
852,1,STEP,6639641583700,6639664448800,22865100,-1
853,1,STEP,6639665799200,6639694949800,29150600,-1
854,1,STEP,6639696942000,6639731380700,34438700,-1
855,1,STEP,6639733945000,6639762888200,28943200,-1
856,1,STEP,6639766546300,6639797755200,31208900,-1
857,1,STEP,6639799113800,6639823606400,24492600,-1
858,1,STEP,6639824791100,6639858804700,34013600,-1
859,1,STEP,6639861137400,6639892239400,31102000,-1
860,1,STEP,6639894502800,6639916843200,22340400,-1
861,1,STEP,6639919450900,6639952918300,33467400,-1
862,1,STEP,6639954372200,6639979704100,25331900,-1
863,1,STEP,6639981024700,6640008517200,27492500,-1
864,1,STEP,6640011569900,6640036774500,25204600,-1
865,1,STEP,6640038259200,6640059183300,20924100,-1
866,1,STEP,6640062037000,6640081460200,19423200,-1
867,1,STEP,6640082550000,6640101984500,19434500,-1
868,1,STEP,6640103433000,6640125933900,22500900,-1
869,1,STEP,6640127509800,6640148136800,20627000,-1
870,1,STEP,6640149240000,6640165399900,16159900,-1
871,1,STEP,6640167097200,6640187831900,20734700,-1
872,1,STEP,6640189096100,6640208565200,19469100,-1
873,1,STEP,6640209903100,6640230671200,20768100,-1
874,1,STEP,6640231866200,6640254044400,22178200,-1
875,1,STEP,6640255232400,6640279545400,24313000,-1
876,1,STEP,6640280770300,6640299517000,18746700,-1
877,1,STEP,6640300564800,6640318860400,18295600,-1
878,1,STEP,6640319970000,6640346639900,26669900,-1
879,1,STEP,6640349466100,6640382923800,33457700,-1
880,1,STEP,6640384207700,6640412875200,28667500,-1
881,1,STEP,6640414341100,6640438408800,24067700,-1
882,1,STEP,6640440067500,6640463804200,23736700,-1
883,1,STEP,6640465337600,6640486781500,21443900,-1
884,1,STEP,6640489930800,6640512136900,22206100,-1
885,1,STEP,6640513644600,6640538704400,25059800,-1
886,1,STEP,6640539619300,6640558667400,19048100,-1
887,1,STEP,6640560114700,6640586576800,26462100,-1
888,1,STEP,6640588071800,6640609146600,21074800,-1
889,1,STEP,6640610705300,6640634117300,23412000,-1
890,1,STEP,6640635272200,6640661721700,26449500,-1
891,1,STEP,6640664406000,6640696002500,31596500,-1
892,1,STEP,6640697305500,6640718382100,21076600,-1
893,1,STEP,6640719281300,6640748281800,29000500,-1
894,1,STEP,6640750616000,6640779694500,29078500,-1
895,1,STEP,6640780962600,6640807079200,26116600,-1
896,1,STEP,6640809272200,6640836091500,26819300,-1
897,1,STEP,6640837359700,6640864700800,27341100,-1
898,1,STEP,6640866097400,6640886959400,20862000,-1
899,1,STEP,6640888019800,6640912992800,24973000,-1
900,1,STEP,6640914931000,6640938172800,23241800,-1
901,1,STEP,6640939397800,6640958925000,19527200,-1
902,1,STEP,6640960283200,6640985517500,25234300,-1
903,1,STEP,6640987928200,6641014683500,26755300,-1
904,1,STEP,6641016143700,6641035506400,19362700,-1
905,1,STEP,6641036615900,6641056235500,19619600,-1
906,1,STEP,6641057525200,6641088418300,30893100,-1
907,1,STEP,6641090312500,6641109801500,19489000,-1
908,1,STEP,6641111120800,6641130675900,19555100,-1
909,1,STEP,6641132099000,6641157057600,24958600,-1
910,1,STEP,6641158446600,6641178600900,20154300,-1
911,1,STEP,6641179850600,6641203772400,23921800,-1
912,1,STEP,6641204836800,6641232553900,27717100,-1
913,1,STEP,6641233934500,6641259685300,25750800,-1
914,1,STEP,6641261010200,6641291434800,30424600,-1
915,1,STEP,6641292974200,6641328062300,35088100,-1
916,1,STEP,6641329371100,6641355855400,26484300,-1
917,1,STEP,6641357165300,6641392432400,35267100,-1
918,1,STEP,6641393835600,6641422426100,28590500,-1
919,1,STEP,6641423585900,6641445237600,21651700,-1
920,1,STEP,6641446799000,6641481957700,35158700,-1
921,1,STEP,6641483524800,6641511888700,28363900,-1
922,1,STEP,6641513195500,6641544934900,31739400,-1
923,1,STEP,6641546517500,6641580901600,34384100,-1
924,1,STEP,6641582203500,6641623250600,41047100,-1
925,1,STEP,6641629950400,6641659984300,30033900,-1
926,1,STEP,6641661332300,6641700919900,39587600,-1
927,1,STEP,6641702432000,6641732493700,30061700,-1
928,1,STEP,6641733799500,6641754773500,20974000,-1
929,1,STEP,6641756047400,6641800782300,44734900,-1
930,1,STEP,6641802218700,6641831533600,29314900,-1
931,1,STEP,6641832884100,6641858832400,25948300,-1
932,1,STEP,6641860178100,6641895298800,35120700,-1
933,1,STEP,6641896640000,6641920927400,24287400,-1
934,1,STEP,6641922196800,6641951250000,29053200,-1
935,1,STEP,6641952528300,6641980863400,28335100,-1
936,1,STEP,6641982264200,6642026585400,44321200,-1
937,1,STEP,6642027989200,6642058659500,30670300,-1
938,1,STEP,6642060082100,6642083621000,23538900,-1
939,1,STEP,6642084886900,6642118770300,33883400,-1
940,1,STEP,6642120237800,6642142488300,22250500,-1
941,1,STEP,6642143806300,6642166624800,22818500,-1
942,1,STEP,6642167948900,6642189469900,21521000,-1
943,1,STEP,6642192388500,6642221307200,28918700,-1
944,1,STEP,6642222208000,6642240055200,17847200,-1
945,1,STEP,6642241246800,6642265147400,23900600,-1
946,1,STEP,6642266707700,6642293166000,26458300,-1
947,1,STEP,6642294318900,6642315848200,21529300,-1
948,1,STEP,6642317102800,6642335570400,18467600,-1
949,1,STEP,6642336747100,6642372740500,35993400,-1
950,1,STEP,6642374147100,6642395358500,21211400,-1
951,1,STEP,6642396379600,6642416938600,20559000,-1
952,1,STEP,6642419049800,6642445345100,26295300,-1
953,1,STEP,6642446661000,6642461730800,15069800,-1
954,1,STEP,6642463878500,6642484275000,20396500,-1
955,1,STEP,6642486544700,6642511965200,25420500,-1
956,1,STEP,6642514278400,6642536722000,22443600,-1
957,1,STEP,6642537926400,6642556037100,18110700,-1
958,1,STEP,6642557110400,6642578308200,21197800,-1
959,1,STEP,6642579507400,6642599762100,20254700,-1
960,1,STEP,6642600763100,6642618402000,17638900,-1
961,1,STEP,6642619442100,6642644070500,24628400,-1
962,1,STEP,6642645632700,6642666969800,21337100,-1
963,1,STEP,6642668246900,6642691625000,23378100,-1
964,1,STEP,6642692915800,6642713732300,20816500,-1
965,1,STEP,6642714962800,6642736759400,21796600,-1
966,1,STEP,6642737898200,6642761766100,23867900,-1
967,1,STEP,6642763303700,6642781453800,18150100,-1
968,1,STEP,6642782396800,6642800345900,17949100,-1
969,1,STEP,6642801584000,6642821262300,19678300,-1
970,1,STEP,6642824125700,6642846399000,22273300,-1
971,1,STEP,6642847785700,6642868095500,20309800,-1
972,1,STEP,6642869357300,6642890557900,21200600,-1
973,1,STEP,6642892025400,6642915624900,23599500,-1
974,1,STEP,6642916890100,6642933915700,17025600,-1
975,1,STEP,6642934801900,6642953206100,18404200,-1
976,1,STEP,6642954232500,6642987519600,33287100,-1
977,1,STEP,6642989045100,6643013178900,24133800,-1
978,1,STEP,6643014424300,6643033271700,18847400,-1
979,1,STEP,6643034275700,6643055397000,21121300,-1
980,1,STEP,6643056955400,6643081668700,24713300,-1
981,1,STEP,6643083177100,6643111191900,28014800,-1
982,1,STEP,6643112452800,6643132410000,19957200,-1
983,1,STEP,6643133707400,6643163252700,29545300,-1
984,1,STEP,6643164278000,6643181949600,17671600,-1
985,1,STEP,6643182969900,6643202293800,19323900,-1
986,1,STEP,6643203487100,6643231381800,27894700,-1
987,1,STEP,6643232813500,6643267353300,34539800,-1
988,1,STEP,6643268400000,6643301554200,33154200,-1
989,1,STEP,6643302910700,6643327849100,24938400,-1
990,1,STEP,6643328995700,6643358100900,29105200,-1
991,1,STEP,6643359561700,6643385486400,25924700,-1
992,1,STEP,6643388044100,6643423897400,35853300,-1
993,1,STEP,6643425225000,6643455340400,30115400,-1
994,1,STEP,6643456818500,6643491875200,35056700,-1
995,1,STEP,6643493241900,6643515146600,21904700,-1
996,1,STEP,6643516469500,6643545132300,28662800,-1
997,1,STEP,6643546572900,6643578836700,32263800,-1
998,1,STEP,6643579913800,6643602258900,22345100,-1
999,1,STEP,6643603919300,6643644157500,40238200,-1
